filter_i,filter_j,corr_CTCF,corr_B2CTCF,corr_B2noCTCF,diff_B2CTCF_vs_CTCF,diff_B2CTCF_vs_B2no,diff_CTCF_vs_B2no
0,119,-0.022569205484345226,0.09334545037180911,0.048612450729479506,0.11591465585615433,0.0447329996423296,-0.07118165621382473
0,120,0.10059234543061843,-0.018967519862584315,0.0024846746883966605,-0.11955986529320274,-0.021452194550980977,0.09810767074222176
0,121,0.14090125301846354,-0.1416179730613152,-0.03214654934437062,-0.28251922607977875,-0.1094714237169446,0.17304780236283415
0,122,0.013510078451233478,-0.08757687615186319,-0.09530764845197516,-0.10108695460309666,0.007730772300111974,0.10881772690320864
0,123,0.01801594857934284,-0.1254663447351208,-0.10630844504995189,-0.14348229331446366,-0.019157899685168914,0.12432439362929473
0,124,-0.06858714601121065,-0.05978297952977401,-0.12243169828396536,0.008804166481436636,0.06264871875419134,0.05384455227275471
0,125,0.025815645530995062,0.09878233265230965,0.027184020442974098,0.07296668712131459,0.07159831220933555,-0.001368374911979036
0,126,-0.016923254247878525,-0.00710394487446894,-0.0024323159868362455,0.009819309373409586,-0.0046716288876326945,-0.01449093826104228
0,127,-0.08667434158546887,-0.14797052163202495,-0.022842987092561634,-0.061296180046556084,-0.12512753453946332,-0.06383135449290724
1,2,0.017760163149917532,0.13139264057206515,0.043335455994854125,0.11363247742214762,0.08805718457721103,-0.025575292844936592
